"User_id","Time on platform","Time on videos","Ratio video/platform","Distict videos","Assignments","Until deadline"
"DelftX/CTB3365DWx/3T2014_302090","6","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5602574","0","0","0.00","3","0","0"
"DelftX/CTB3365DWx/3T2014_2363952","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_2583213","1","0","0.00","2","0","0"
"DelftX/CTB3365DWx/3T2014_5642909","9437","507","5.37","1","0","0"
"DelftX/CTB3365DWx/3T2014_3606755","5143","545","10.60","4","0","0"
"DelftX/CTB3365DWx/3T2014_4629964","706","293","41.50","2","0","0"
"DelftX/CTB3365DWx/3T2014_5570410","10753","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_402019","1371","786","57.33","3","0","0"
"DelftX/CTB3365DWx/3T2014_1767337","176","0","0.00","1","0","0"
"DelftX/CTB3365DWx/3T2014_2307455","1712","235","13.73","1","0","0"
"DelftX/CTB3365DWx/3T2014_612190","0","0","0.00","5","0","0"
"DelftX/CTB3365DWx/3T2014_5208651","2073","114","5.50","1","0","0"
"DelftX/CTB3365DWx/3T2014_5080948","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5634299","5127","929","18.12","4","0","0"
"DelftX/CTB3365DWx/3T2014_455912","544","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5563678","4908","455","9.27","3","0","0"
"DelftX/CTB3365DWx/3T2014_4972529","14811","1014","6.85","4","0","0"
"DelftX/CTB3365DWx/3T2014_2799942","5986","236","3.94","1","0","0"
"DelftX/CTB3365DWx/3T2014_5853808","0","0","0.00","1","0","0"
"DelftX/CTB3365DWx/3T2014_2391735","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5607453","2985","423","14.17","2","0","0"
"DelftX/CTB3365DWx/3T2014_4755990","2355","715","30.36","4","0","0"
"DelftX/CTB3365DWx/3T2014_3305374","808","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5665244","32243","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5343941","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_3410565","0","0","0.00","1","0","0"
"DelftX/CTB3365DWx/3T2014_5702603","0","0","0.00","2","0","0"
"DelftX/CTB3365DWx/3T2014_5540665","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5774916","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_2257644","1295","388","29.96","2","0","0"
"DelftX/CTB3365DWx/3T2014_5502867","2277","549","24.11","2","0","0"
"DelftX/CTB3365DWx/3T2014_1300984","4386","378","8.62","4","0","0"
"DelftX/CTB3365DWx/3T2014_1675129","3690","934","25.31","4","0","0"
"DelftX/CTB3365DWx/3T2014_2938530","1058","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_4412254","6702","625","9.33","5","0","0"
"DelftX/CTB3365DWx/3T2014_5019797","0","0","0.00","5","0","0"
"DelftX/CTB3365DWx/3T2014_2522834","204","0","0.00","4","0","0"
"DelftX/CTB3365DWx/3T2014_5537844","2169","937","43.20","5","0","0"
"DelftX/CTB3365DWx/3T2014_948543","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_1298778","2700","164","6.07","2","0","0"
"DelftX/CTB3365DWx/3T2014_5263158","3695","926","25.06","4","0","0"
"DelftX/CTB3365DWx/3T2014_4537282","2551","341","13.37","3","0","0"
"DelftX/CTB3365DWx/3T2014_4876511","6861","753","10.98","2","0","0"
"DelftX/CTB3365DWx/3T2014_5223032","7","0","0.00","4","0","0"
"DelftX/CTB3365DWx/3T2014_5473536","5161","508","9.84","3","0","0"
"DelftX/CTB3365DWx/3T2014_5601931","5294","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5632879","2537","138","5.44","1","0","0"
"DelftX/CTB3365DWx/3T2014_2043279","678","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5082418","0","0","0.00","3","0","0"
"DelftX/CTB3365DWx/3T2014_4490657","23709","739","3.12","4","0","0"
"DelftX/CTB3365DWx/3T2014_4276451","17969","1045","5.82","4","0","0"
"DelftX/CTB3365DWx/3T2014_4235823","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5089295","168","0","0.00","5","0","0"
"DelftX/CTB3365DWx/3T2014_1742861","382","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_4589890","4614","616","13.35","3","0","0"
"DelftX/CTB3365DWx/3T2014_5141032","9469","1337","14.12","4","0","0"
"DelftX/CTB3365DWx/3T2014_5483558","15698","781","4.98","4","0","0"
"DelftX/CTB3365DWx/3T2014_3187308","3218","938","29.15","4","0","0"
"DelftX/CTB3365DWx/3T2014_2024021","294","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5629917","2870","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_330476","1094","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_2388316","4718","771","16.34","3","0","0"
"DelftX/CTB3365DWx/3T2014_1950144","1252","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_1849501","5905","6","0.10","1","0","0"
"DelftX/CTB3365DWx/3T2014_2517920","3046","390","12.80","2","0","0"
"DelftX/CTB3365DWx/3T2014_1264105","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_2094477","1076","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_2283990","2551","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_2155313","10","0","0.00","5","0","0"
"DelftX/CTB3365DWx/3T2014_5639418","2893","639","22.09","3","0","0"
"DelftX/CTB3365DWx/3T2014_497501","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_1034993","5213","937","17.97","4","0","0"
"DelftX/CTB3365DWx/3T2014_5505883","2638","938","35.56","4","0","0"
"DelftX/CTB3365DWx/3T2014_784977","2722","965","35.45","4","0","0"
"DelftX/CTB3365DWx/3T2014_5639546","683","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_1950157","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5525494","4464","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_2345371","321","235","73.21","1","0","0"
"DelftX/CTB3365DWx/3T2014_2850627","585","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5536819","5389","31","0.58","1","0","0"
"DelftX/CTB3365DWx/3T2014_2143446","305","31","10.16","1","0","0"
"DelftX/CTB3365DWx/3T2014_5381858","49","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5517991","0","0","0.00","1","0","0"
"DelftX/CTB3365DWx/3T2014_960642","4616","484","10.49","2","0","0"
"DelftX/CTB3365DWx/3T2014_3980492","2768","790","28.54","4","0","0"
"DelftX/CTB3365DWx/3T2014_953793","3889","0","0.00","2","0","0"
"DelftX/CTB3365DWx/3T2014_1652659","2122","93","4.38","1","0","0"
"DelftX/CTB3365DWx/3T2014_4772783","2449","926","37.81","4","0","0"
"DelftX/CTB3365DWx/3T2014_1122525","316","235","74.37","2","0","0"
"DelftX/CTB3365DWx/3T2014_2461842","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_2306394","2076","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_2294514","3688","346","9.38","1","0","0"
"DelftX/CTB3365DWx/3T2014_2757159","0","0","0.00","1","0","0"
"DelftX/CTB3365DWx/3T2014_5588923","6013","937","15.58","4","0","0"
"DelftX/CTB3365DWx/3T2014_5197698","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5397087","1662","396","23.83","2","0","0"
"DelftX/CTB3365DWx/3T2014_2345823","3904","934","23.92","4","0","0"
"DelftX/CTB3365DWx/3T2014_5551759","3645","871","23.90","4","0","0"
"DelftX/CTB3365DWx/3T2014_5197927","5096","786","15.42","3","0","0"
"DelftX/CTB3365DWx/3T2014_5764687","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_2900956","3526","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5638669","1165","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5681375","3044","938","30.81","4","0","0"
"DelftX/CTB3365DWx/3T2014_5682581","4834","939","19.42","4","0","0"
"DelftX/CTB3365DWx/3T2014_3527584","2232","0","0.00","3","0","0"
"DelftX/CTB3365DWx/3T2014_5683793","343","0","0.00","4","0","0"
"DelftX/CTB3365DWx/3T2014_2949872","2154","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5658482","500","0","0.00","5","0","0"
"DelftX/CTB3365DWx/3T2014_5644669","6107","663","10.86","4","0","0"
"DelftX/CTB3365DWx/3T2014_531284","0","0","0.00","1","0","0"
"DelftX/CTB3365DWx/3T2014_5074290","2280","836","36.67","2","0","0"
"DelftX/CTB3365DWx/3T2014_5540770","6574","729","11.09","5","0","0"
"DelftX/CTB3365DWx/3T2014_2288539","3536","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_2136927","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_3632234","2007","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5632433","446","55","12.33","1","0","0"
"DelftX/CTB3365DWx/3T2014_5593481","8180","96","1.17","3","0","0"
"DelftX/CTB3365DWx/3T2014_5057034","1921","938","48.83","4","0","0"
"DelftX/CTB3365DWx/3T2014_2516112","2636","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_834267","16","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_4717292","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_5714323","0","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_4781115","1281","237","18.50","1","0","0"
"DelftX/CTB3365DWx/3T2014_4249864","806","0","0.00","4","0","0"
"DelftX/CTB3365DWx/3T2014_5475625","1612","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_4492589","10843","920","8.48","4","0","0"
"DelftX/CTB3365DWx/3T2014_678087","4626","649","14.03","3","0","0"
"DelftX/CTB3365DWx/3T2014_2311310","234","0","0.00","0","0","0"
"DelftX/CTB3365DWx/3T2014_1968033","1308","0","0.00","0","0","0"
