"User_id","Time on platform","Time on videos","Ratio video/platform","Distict videos","Assignments","Until deadline"
"DelftX/CTB3365DWx/3T2014_5639418","4768","639","13.40","3","135","16"
"DelftX/CTB3365DWx/3T2014_497501","14864","157","1.06","1","54","177"
"DelftX/CTB3365DWx/3T2014_1034993","90383","9026","9.99","20","161","62"
"DelftX/CTB3365DWx/3T2014_5505883","48421","11022","22.76","23","192","287"
"DelftX/CTB3365DWx/3T2014_784977","81304","6509","8.01","19","174","160"
"DelftX/CTB3365DWx/3T2014_5639546","29005","2535","8.74","7","41","8"
"DelftX/CTB3365DWx/3T2014_1950157","7464","0","0.00","0","114","12"
"DelftX/CTB3365DWx/3T2014_5525494","86968","32","0.04","1","119","190"
"DelftX/CTB3365DWx/3T2014_2345371","55323","13631","24.64","15","38","6"
"DelftX/CTB3365DWx/3T2014_2850627","65291","7874","12.06","23","66","55"
"DelftX/CTB3365DWx/3T2014_5536819","70136","861","1.23","4","89","127"
"DelftX/CTB3365DWx/3T2014_2143446","13536","31","0.23","1","173","183"
"DelftX/CTB3365DWx/3T2014_5381858","16627","0","0.00","0","129","47"
"DelftX/CTB3365DWx/3T2014_5517991","125950","4848","3.85","13","181","61"
"DelftX/CTB3365DWx/3T2014_960642","198344","18800","9.48","31","136","124"
"DelftX/CTB3365DWx/3T2014_3980492","158857","20095","12.65","40","181","147"
"DelftX/CTB3365DWx/3T2014_953793","78952","17273","21.88","44","192","93"
"DelftX/CTB3365DWx/3T2014_1652659","96247","9303","9.67","13","192","195"
"DelftX/CTB3365DWx/3T2014_4772783","66752","10717","16.05","25","82","30"
"DelftX/CTB3365DWx/3T2014_1122525","73171","12454","17.02","30","143","138"
"DelftX/CTB3365DWx/3T2014_2461842","2363","0","0.00","0","42","226"
"DelftX/CTB3365DWx/3T2014_2306394","21277","0","0.00","0","143","64"
"DelftX/CTB3365DWx/3T2014_2294514","46138","6024","13.06","17","145","96"
"DelftX/CTB3365DWx/3T2014_2757159","44688","1487","3.33","2","42","14"
"DelftX/CTB3365DWx/3T2014_5588923","88492","9958","11.25","28","131","12"
"DelftX/CTB3365DWx/3T2014_5197698","4377","0","0.00","0","56","126"
"DelftX/CTB3365DWx/3T2014_5397087","75311","5209","6.92","13","172","137"
"DelftX/CTB3365DWx/3T2014_2345823","89895","17175","19.11","34","188","244"
"DelftX/CTB3365DWx/3T2014_5551759","65913","7229","10.97","22","174","169"
"DelftX/CTB3365DWx/3T2014_5197927","162569","3350","2.06","13","188","246"
"DelftX/CTB3365DWx/3T2014_5764687","14609","102","0.70","1","191","172"
"DelftX/CTB3365DWx/3T2014_2900956","118904","1339","1.13","2","188","75"
"DelftX/CTB3365DWx/3T2014_5638669","45294","63","0.14","1","68","67"
"DelftX/CTB3365DWx/3T2014_5681375","5266","938","17.81","4","42","127"
"DelftX/CTB3365DWx/3T2014_5682581","103152","15826","15.34","35","173","89"
"DelftX/CTB3365DWx/3T2014_3527584","43587","6473","14.85","16","124","111"
"DelftX/CTB3365DWx/3T2014_5683793","24792","3004","12.12","10","38","0"
"DelftX/CTB3365DWx/3T2014_2949872","56869","8351","14.68","15","63","130"
"DelftX/CTB3365DWx/3T2014_5658482","121978","12177","9.98","31","168","7"
"DelftX/CTB3365DWx/3T2014_5644669","68137","663","0.97","4","114","120"
"DelftX/CTB3365DWx/3T2014_531284","130396","21363","16.38","40","189","73"
"DelftX/CTB3365DWx/3T2014_5074290","25361","4957","19.55","9","78","28"
"DelftX/CTB3365DWx/3T2014_5540770","169875","13429","7.91","32","192","228"
"DelftX/CTB3365DWx/3T2014_2288539","185845","12783","6.88","15","169","59"
"DelftX/CTB3365DWx/3T2014_2136927","110105","401","0.36","3","192","255"
"DelftX/CTB3365DWx/3T2014_3632234","63883","172","0.27","1","52","76"
"DelftX/CTB3365DWx/3T2014_5632433","22006","55","0.25","1","56","34"
"DelftX/CTB3365DWx/3T2014_5593481","43344","96","0.22","3","86","19"
"DelftX/CTB3365DWx/3T2014_5057034","74335","2852","3.84","15","179","142"
"DelftX/CTB3365DWx/3T2014_2516112","72784","44","0.06","1","152","27"
"DelftX/CTB3365DWx/3T2014_834267","85863","2006","2.34","9","189","132"
"DelftX/CTB3365DWx/3T2014_4717292","128608","15466","12.03","26","109","148"
"DelftX/CTB3365DWx/3T2014_5714323","88756","5077","5.72","8","174","83"
"DelftX/CTB3365DWx/3T2014_4781115","80576","9249","11.48","34","160","100"
"DelftX/CTB3365DWx/3T2014_4249864","94242","6346","6.73","19","125","50"
"DelftX/CTB3365DWx/3T2014_5475625","96464","11951","12.39","26","185","182"
"DelftX/CTB3365DWx/3T2014_4492589","145849","14950","10.25","28","192","151"
"DelftX/CTB3365DWx/3T2014_678087","45749","8086","17.67","19","182","60"
"DelftX/CTB3365DWx/3T2014_2311310","83828","9500","11.33","19","192","174"
"DelftX/CTB3365DWx/3T2014_1968033","92971","5773","6.21","21","129","80"
"DelftX/CTB3365DWx/3T2014_2090190","48046","3285","6.84","11","104","72"
"DelftX/CTB3365DWx/3T2014_608778","106283","12925","12.16","22","153","109"
"DelftX/CTB3365DWx/3T2014_5236282","39553","8167","20.65","18","192","100"
"DelftX/CTB3365DWx/3T2014_5522858","101115","11200","11.08","24","132","170"
"DelftX/CTB3365DWx/3T2014_5533991","71177","10850","15.24","21","192","217"
"DelftX/CTB3365DWx/3T2014_1703187","107925","3779","3.50","30","185","204"
"DelftX/CTB3365DWx/3T2014_1517691","3076","0","0.00","0","65","231"
"DelftX/CTB3365DWx/3T2014_4791555","98698","1890","1.91","7","105","168"
"DelftX/CTB3365DWx/3T2014_385313","43164","1708","3.96","6","57","108"
"DelftX/CTB3365DWx/3T2014_1029011","2562","0","0.00","0","48","177"
"DelftX/CTB3365DWx/3T2014_4159218","61876","4222","6.82","11","98","180"
"DelftX/CTB3365DWx/3T2014_2076200","98623","17474","17.72","48","177","87"
"DelftX/CTB3365DWx/3T2014_5428428","77158","0","0.00","0","90","11"
"DelftX/CTB3365DWx/3T2014_5672836","90919","10734","11.81","28","155","114"
"DelftX/CTB3365DWx/3T2014_3955813","93626","11714","12.51","15","154","207"
"DelftX/CTB3365DWx/3T2014_2310333","283639","20554","7.25","42","192","243"
"DelftX/CTB3365DWx/3T2014_5224186","188796","15300","8.10","31","177","66"
"DelftX/CTB3365DWx/3T2014_5170914","7376","0","0.00","0","188","56"
"DelftX/CTB3365DWx/3T2014_5633228","10268","132","1.29","1","56","29"
"DelftX/CTB3365DWx/3T2014_2531043","70686","0","0.00","0","188","241"
"DelftX/CTB3365DWx/3T2014_203606","203575","12023","5.91","27","158","244"
"DelftX/CTB3365DWx/3T2014_4514574","59099","0","0.00","0","52","20"
"DelftX/CTB3365DWx/3T2014_5420376","52618","865","1.64","4","181","137"
"DelftX/CTB3365DWx/3T2014_381089","90458","11841","13.09","31","162","202"
"DelftX/CTB3365DWx/3T2014_3930193","221252","15364","6.94","31","192","38"
"DelftX/CTB3365DWx/3T2014_5554334","209769","22487","10.72","40","151","240"
"DelftX/CTB3365DWx/3T2014_1784515","5302","0","0.00","0","42","129"
"DelftX/CTB3365DWx/3T2014_1705498","7873","16","0.20","1","52","154"
"DelftX/CTB3365DWx/3T2014_3585554","132033","28387","21.50","48","173","158"
"DelftX/CTB3365DWx/3T2014_880062","166801","6798","4.08","19","143","155"
"DelftX/CTB3365DWx/3T2014_5618417","79048","12823","16.22","35","153","180"
"DelftX/CTB3365DWx/3T2014_2541793","148776","40408","27.16","18","102","138"
"DelftX/CTB3365DWx/3T2014_2593420","39151","234","0.60","1","43","139"
"DelftX/CTB3365DWx/3T2014_106383","35100","1179","3.36","5","129","28"
"DelftX/CTB3365DWx/3T2014_5397601","74149","9860","13.30","21","169","131"
"DelftX/CTB3365DWx/3T2014_5527744","180660","7982","4.42","23","189","237"
"DelftX/CTB3365DWx/3T2014_1064110","149830","16473","10.99","37","144","74"
"DelftX/CTB3365DWx/3T2014_505302","81562","2101","2.58","7","139","45"
"DelftX/CTB3365DWx/3T2014_4638618","65980","5372","8.14","9","73","15"
"DelftX/CTB3365DWx/3T2014_2345900","89599","13372","14.92","27","160","61"
"DelftX/CTB3365DWx/3T2014_4937947","89614","13009","14.52","20","145","263"
"DelftX/CTB3365DWx/3T2014_1755407","79461","2437","3.07","7","174","22"
"DelftX/CTB3365DWx/3T2014_3196899","62089","4073","6.56","8","192","261"
"DelftX/CTB3365DWx/3T2014_2346557","5236","0","0.00","0","51","139"
"DelftX/CTB3365DWx/3T2014_5535390","148866","10435","7.01","28","177","267"
"DelftX/CTB3365DWx/3T2014_770780","43752","6706","15.33","17","152","47"
"DelftX/CTB3365DWx/3T2014_2863722","40126","1360","3.39","3","139","123"
"DelftX/CTB3365DWx/3T2014_3886815","125263","10733","8.57","28","189","168"
"DelftX/CTB3365DWx/3T2014_5590685","118017","12272","10.40","27","192","159"
"DelftX/CTB3365DWx/3T2014_1359500","129991","15825","12.17","36","189","153"
"DelftX/CTB3365DWx/3T2014_5213379","58965","12466","21.14","36","184","188"
"DelftX/CTB3365DWx/3T2014_5505743","72141","13465","18.66","20","125","209"
"DelftX/CTB3365DWx/3T2014_2338801","157103","19256","12.26","43","192","232"
"DelftX/CTB3365DWx/3T2014_5623402","70945","8136","11.47","23","174","19"
"DelftX/CTB3365DWx/3T2014_2087477","29369","3088","10.51","9","192","246"
"DelftX/CTB3365DWx/3T2014_2426429","26111","2465","9.44","8","47","33"
"DelftX/CTB3365DWx/3T2014_3574565","230684","26825","11.63","22","105","67"
"DelftX/CTB3365DWx/3T2014_1177522","1407","0","0.00","0","55","204"
"DelftX/CTB3365DWx/3T2014_1512656","229837","20399","8.88","31","180","63"
"DelftX/CTB3365DWx/3T2014_2507970","121704","9263","7.61","24","170","187"
"DelftX/CTB3365DWx/3T2014_2752357","50514","7774","15.39","11","125","66"
"DelftX/CTB3365DWx/3T2014_568322","74191","113","0.15","5","53","41"
"DelftX/CTB3365DWx/3T2014_3978599","12192","2129","17.46","8","100","216"
"DelftX/CTB3365DWx/3T2014_4474230","33585","323","0.96","2","54","63"
"DelftX/CTB3365DWx/3T2014_5051895","197678","21401","10.83","32","169","158"
"DelftX/CTB3365DWx/3T2014_813665","36637","3152","8.60","6","131","104"
"DelftX/CTB3365DWx/3T2014_2678641","5061","0","0.00","0","109","232"
"DelftX/CTB3365DWx/3T2014_4537693","185859","41099","22.11","39","191","234"
"DelftX/CTB3365DWx/3T2014_3216266","90357","14082","15.58","39","177","75"
"DelftX/CTB3365DWx/3T2014_3391541","81364","10326","12.69","22","174","152"
"DelftX/CTB3365DWx/3T2014_5777325","12563","0","0.00","0","35","7"
"DelftX/CTB3365DWx/3T2014_1934474","147255","4297","2.92","21","177","82"
"DelftX/CTB3365DWx/3T2014_4410576","70684","11061","15.65","24","189","238"
"DelftX/CTB3365DWx/3T2014_5186271","6066","85","1.40","1","35","0"
"DelftX/CTB3365DWx/3T2014_5652592","152620","16262","10.66","26","170","92"
"DelftX/CTB3365DWx/3T2014_3214829","91046","7184","7.89","14","184","207"
"DelftX/CTB3365DWx/3T2014_4649495","153187","7106","4.64","21","191","97"
"DelftX/CTB3365DWx/3T2014_3704817","301398","10781","3.58","25","192","241"
"DelftX/CTB3365DWx/3T2014_3401006","94647","8910","9.41","28","192","153"
"DelftX/CTB3365DWx/3T2014_5355563","116574","16047","13.77","28","169","129"
"DelftX/CTB3365DWx/3T2014_2248077","59089","1732","2.93","4","113","58"
"DelftX/CTB3365DWx/3T2014_4554795","115071","5907","5.13","12","177","152"
"DelftX/CTB3365DWx/3T2014_2725783","115847","17002","14.68","36","183","168"
"DelftX/CTB3365DWx/3T2014_2651275","88129","12803","14.53","28","151","144"
"DelftX/CTB3365DWx/3T2014_5788717","67217","3719","5.53","10","179","23"
"DelftX/CTB3365DWx/3T2014_2222242","24613","253","1.03","1","135","108"
"DelftX/CTB3365DWx/3T2014_1123904","59376","7303","12.30","14","128","75"
"DelftX/CTB3365DWx/3T2014_5694700","182539","1931","1.06","14","187","144"
"DelftX/CTB3365DWx/3T2014_1791597","66024","11601","17.57","26","177","200"
"DelftX/CTB3365DWx/3T2014_2188079","191012","17974","9.41","31","191","67"
"DelftX/CTB3365DWx/3T2014_1170216","4591","0","0.00","0","50","248"
"DelftX/CTB3365DWx/3T2014_4050157","66317","6570","9.91","15","170","129"
"DelftX/CTB3365DWx/3T2014_5385259","55251","1150","2.08","4","110","150"
"DelftX/CTB3365DWx/3T2014_5648090","106001","19881","18.76","27","137","220"
"DelftX/CTB3365DWx/3T2014_2514006","32451","1570","4.84","4","187","51"
"DelftX/CTB3365DWx/3T2014_4042775","80649","2503","3.10","12","185","275"
"DelftX/CTB3365DWx/3T2014_4678008","52880","0","0.00","0","108","9"
"DelftX/CTB3365DWx/3T2014_2163218","70604","6019","8.53","18","174","18"
"DelftX/CTB3365DWx/3T2014_5723081","75690","8950","11.82","22","171","45"
"DelftX/CTB3365DWx/3T2014_2163217","7325","0","0.00","0","85","1"
"DelftX/CTB3365DWx/3T2014_5435159","52010","9296","17.87","19","174","166"
"DelftX/CTB3365DWx/3T2014_3452729","47940","1495","3.12","8","56","35"
"DelftX/CTB3365DWx/3T2014_4550069","37237","7985","21.44","18","153","140"
"DelftX/CTB3365DWx/3T2014_5623245","111028","22789","20.53","31","159","106"
"DelftX/CTB3365DWx/3T2014_4564593","78107","14191","18.17","30","169","114"
"DelftX/CTB3365DWx/3T2014_4724989","65288","3599","5.51","8","91","147"
"DelftX/CTB3365DWx/3T2014_5165120","92399","95","0.10","2","174","58"
"DelftX/CTB3365DWx/3T2014_269835","6915","0","0.00","0","55","271"
"DelftX/CTB3365DWx/3T2014_4753403","71409","18048","25.27","32","155","132"
"DelftX/CTB3365DWx/3T2014_5750321","125447","12548","10.00","29","176","90"
"DelftX/CTB3365DWx/3T2014_5819807","94788","4118","4.34","21","137","115"
"DelftX/CTB3365DWx/3T2014_5639371","7983","494","6.19","2","135","17"
"DelftX/CTB3365DWx/3T2014_1795723","95063","14503","15.26","23","156","95"
"DelftX/CTB3365DWx/3T2014_202032","61597","11484","18.64","25","182","195"
"DelftX/CTB3365DWx/3T2014_2187419","37890","6648","17.55","15","40","35"
"DelftX/CTB3365DWx/3T2014_1864649","28398","4517","15.91","12","76","53"
"DelftX/CTB3365DWx/3T2014_440154","64910","1714","2.64","19","35","3"
"DelftX/CTB3365DWx/3T2014_2317553","35895","3470","9.67","9","72","213"
"DelftX/CTB3365DWx/3T2014_1518967","71222","9915","13.92","19","153","81"
"DelftX/CTB3365DWx/3T2014_5654714","80609","110","0.14","1","138","60"
"DelftX/CTB3365DWx/3T2014_1301635","82446","10344","12.55","27","163","82"
"DelftX/CTB3365DWx/3T2014_2854731","104696","7733","7.39","25","192","57"
"DelftX/CTB3365DWx/3T2014_2354261","99287","13281","13.38","36","175","77"
"DelftX/CTB3365DWx/3T2014_5646576","24694","0","0.00","0","177","227"
"DelftX/CTB3365DWx/3T2014_1122043","108694","415","0.38","10","173","117"
"DelftX/CTB3365DWx/3T2014_5374822","141394","1466","1.04","9","174","105"
"DelftX/CTB3365DWx/3T2014_4196780","24653","3239","13.14","14","60","55"
"DelftX/CTB3365DWx/3T2014_5404401","1226","0","0.00","0","42","285"
"DelftX/CTB3365DWx/3T2014_5310677","72082","7841","10.88","18","172","72"
"DelftX/CTB3365DWx/3T2014_329034","47186","5685","12.05","17","189","156"
"DelftX/CTB3365DWx/3T2014_819978","40220","16","0.04","0","124","279"
"DelftX/CTB3365DWx/3T2014_2839100","50589","6097","12.05","10","106","98"
"DelftX/CTB3365DWx/3T2014_1785466","60932","29","0.05","1","131","16"
"DelftX/CTB3365DWx/3T2014_5474143","69482","9715","13.98","23","174","238"
"DelftX/CTB3365DWx/3T2014_4276274","152683","19256","12.61","36","164","202"
"DelftX/CTB3365DWx/3T2014_2360499","62943","8510","13.52","18","189","241"
"DelftX/CTB3365DWx/3T2014_1115195","15623","295","1.89","4","79","128"
"DelftX/CTB3365DWx/3T2014_4914599","33797","3507","10.38","10","93","215"
"DelftX/CTB3365DWx/3T2014_5603758","54199","4150","7.66","15","172","24"
"DelftX/CTB3365DWx/3T2014_5501468","194255","24326","12.52","40","191","221"
"DelftX/CTB3365DWx/3T2014_5608883","109948","4691","4.27","16","189","162"
"DelftX/CTB3365DWx/3T2014_5429012","158575","9910","6.25","22","159","149"
"DelftX/CTB3365DWx/3T2014_5703722","50324","7833","15.57","15","91","179"
"DelftX/CTB3365DWx/3T2014_5390759","60286","16496","27.36","30","144","87"
"DelftX/CTB3365DWx/3T2014_4795590","109458","9662","8.83","39","177","234"
"DelftX/CTB3365DWx/3T2014_2292073","71464","572","0.80","2","187","152"
"DelftX/CTB3365DWx/3T2014_819841","27050","0","0.00","0","87","3"
"DelftX/CTB3365DWx/3T2014_5665976","123950","26801","21.62","50","182","84"
"DelftX/CTB3365DWx/3T2014_283464","72871","673","0.92","10","87","182"
"DelftX/CTB3365DWx/3T2014_3164885","177967","20842","11.71","38","183","124"
"DelftX/CTB3365DWx/3T2014_4615972","18598","0","0.00","0","28","75"
