"User_id","Time on platform","Time on videos","Ratio video/platform","Distict videos","Assignments","Until deadline"
"DelftX/CTB3365DWx/3T2014_1950157","1986","0","0.00","0","82","5"
"DelftX/CTB3365DWx/3T2014_5525494","47544","0","0.00","0","81","158"
"DelftX/CTB3365DWx/3T2014_2345371","27486","8365","30.43","13","18","5"
"DelftX/CTB3365DWx/3T2014_2850627","31323","3908","12.48","21","26","41"
"DelftX/CTB3365DWx/3T2014_5536819","40979","641","1.56","4","69","119"
"DelftX/CTB3365DWx/3T2014_2143446","10234","31","0.30","1","117","171"
"DelftX/CTB3365DWx/3T2014_5381858","9654","0","0.00","0","67","89"
"DelftX/CTB3365DWx/3T2014_5517991","86809","4067","4.68","11","84","68"
"DelftX/CTB3365DWx/3T2014_960642","51461","5906","11.48","28","52","265"
"DelftX/CTB3365DWx/3T2014_3980492","103211","12613","12.22","30","120","169"
"DelftX/CTB3365DWx/3T2014_953793","37503","8990","23.97","32","121","35"
"DelftX/CTB3365DWx/3T2014_1652659","66510","9104","13.69","13","129","215"
"DelftX/CTB3365DWx/3T2014_4772783","26762","5750","21.49","25","56","43"
"DelftX/CTB3365DWx/3T2014_1122525","47545","4435","9.33","18","87","129"
"DelftX/CTB3365DWx/3T2014_2461842","1609","0","0.00","0","35","247"
"DelftX/CTB3365DWx/3T2014_2306394","16468","0","0.00","0","81","113"
"DelftX/CTB3365DWx/3T2014_2294514","33329","4218","12.66","16","102","105"
"DelftX/CTB3365DWx/3T2014_2757159","34103","1487","4.36","2","18","17"
"DelftX/CTB3365DWx/3T2014_5588923","46624","3598","7.72","28","64","25"
"DelftX/CTB3365DWx/3T2014_5197698","2124","0","0.00","0","28","225"
"DelftX/CTB3365DWx/3T2014_5397087","50308","2620","5.21","12","112","211"
"DelftX/CTB3365DWx/3T2014_2345823","38167","9799","25.67","21","149","257"
"DelftX/CTB3365DWx/3T2014_5551759","52322","6047","11.56","20","143","174"
"DelftX/CTB3365DWx/3T2014_5197927","110698","3154","2.85","13","152","243"
"DelftX/CTB3365DWx/3T2014_5764687","5695","102","1.79","1","153","175"
"DelftX/CTB3365DWx/3T2014_2900956","57544","576","1.00","1","101","69"
"DelftX/CTB3365DWx/3T2014_5638669","16885","57","0.34","1","30","96"
"DelftX/CTB3365DWx/3T2014_5681375","4739","938","19.79","4","28","129"
"DelftX/CTB3365DWx/3T2014_5682581","56673","8250","14.56","27","110","106"
"DelftX/CTB3365DWx/3T2014_3527584","26918","3496","12.99","16","77","150"
"DelftX/CTB3365DWx/3T2014_5683793","1181","0","0.00","9","17","1"
"DelftX/CTB3365DWx/3T2014_2949872","29561","6594","22.31","13","41","145"
"DelftX/CTB3365DWx/3T2014_5658482","57664","6999","12.14","29","89","0"
"DelftX/CTB3365DWx/3T2014_5644669","43037","663","1.54","4","75","155"
"DelftX/CTB3365DWx/3T2014_531284","37486","5367","14.32","28","111","94"
"DelftX/CTB3365DWx/3T2014_5074290","17799","4319","24.27","8","55","31"
"DelftX/CTB3365DWx/3T2014_5540770","85377","6223","7.29","28","134","238"
"DelftX/CTB3365DWx/3T2014_2288539","111462","5319","4.77","14","108","56"
"DelftX/CTB3365DWx/3T2014_2136927","63605","10","0.02","2","152","240"
"DelftX/CTB3365DWx/3T2014_3632234","46991","172","0.37","1","38","93"
"DelftX/CTB3365DWx/3T2014_5632433","7569","55","0.73","1","18","2"
"DelftX/CTB3365DWx/3T2014_5593481","32679","96","0.29","3","67","18"
"DelftX/CTB3365DWx/3T2014_5057034","44913","1358","3.02","14","124","108"
"DelftX/CTB3365DWx/3T2014_2516112","49123","44","0.09","1","109","25"
"DelftX/CTB3365DWx/3T2014_834267","29907","33","0.11","8","118","159"
"DelftX/CTB3365DWx/3T2014_4717292","58499","9330","15.95","24","74","192"
"DelftX/CTB3365DWx/3T2014_5714323","61383","2975","4.85","8","118","87"
"DelftX/CTB3365DWx/3T2014_4781115","34239","4460","13.03","22","77","173"
"DelftX/CTB3365DWx/3T2014_4249864","51005","3787","7.42","17","84","65"
"DelftX/CTB3365DWx/3T2014_5475625","58338","7568","12.97","23","129","205"
"DelftX/CTB3365DWx/3T2014_4492589","87123","11732","13.47","27","118","161"
"DelftX/CTB3365DWx/3T2014_678087","29011","5008","17.26","17","112","34"
"DelftX/CTB3365DWx/3T2014_2311310","58096","5881","10.12","16","153","162"
"DelftX/CTB3365DWx/3T2014_1968033","46789","1789","3.82","10","83","89"
"DelftX/CTB3365DWx/3T2014_2090190","38140","3031","7.95","11","89","71"
"DelftX/CTB3365DWx/3T2014_608778","89342","10734","12.01","20","117","94"
"DelftX/CTB3365DWx/3T2014_5236282","26528","6855","25.84","16","136","108"
"DelftX/CTB3365DWx/3T2014_5522858","53682","8123","15.13","22","80","168"
"DelftX/CTB3365DWx/3T2014_5533991","56992","9169","16.09","18","153","218"
"DelftX/CTB3365DWx/3T2014_1703187","68846","986","1.43","17","140","188"
"DelftX/CTB3365DWx/3T2014_1517691","904","0","0.00","0","30","280"
"DelftX/CTB3365DWx/3T2014_4791555","54119","1051","1.94","7","65","143"
"DelftX/CTB3365DWx/3T2014_385313","16701","1694","10.14","5","18","20"
"DelftX/CTB3365DWx/3T2014_1029011","1185","0","0.00","0","35","166"
"DelftX/CTB3365DWx/3T2014_4159218","43944","4222","9.61","11","83","189"
"DelftX/CTB3365DWx/3T2014_2076200","64478","10762","16.69","36","129","67"
"DelftX/CTB3365DWx/3T2014_5428428","38703","0","0.00","0","56","18"
"DelftX/CTB3365DWx/3T2014_5672836","65959","8396","12.73","25","107","129"
"DelftX/CTB3365DWx/3T2014_3955813","59902","10482","17.50","15","91","224"
"DelftX/CTB3365DWx/3T2014_2310333","134428","12280","9.14","29","153","226"
"DelftX/CTB3365DWx/3T2014_5224186","117321","10162","8.66","30","121","40"
"DelftX/CTB3365DWx/3T2014_5170914","4760","0","0.00","0","121","58"
"DelftX/CTB3365DWx/3T2014_5633228","2790","132","4.73","1","18","0"
"DelftX/CTB3365DWx/3T2014_2531043","50170","0","0.00","0","150","237"
"DelftX/CTB3365DWx/3T2014_203606","109676","5702","5.20","18","127","234"
"DelftX/CTB3365DWx/3T2014_4514574","35438","0","0.00","0","27","5"
"DelftX/CTB3365DWx/3T2014_5420376","30050","685","2.28","4","105","150"
"DelftX/CTB3365DWx/3T2014_381089","48066","4201","8.74","20","144","196"
"DelftX/CTB3365DWx/3T2014_3930193","96344","4417","4.58","25","116","46"
"DelftX/CTB3365DWx/3T2014_5554334","132632","10443","7.87","27","120","243"
"DelftX/CTB3365DWx/3T2014_1784515","2229","0","0.00","0","28","148"
"DelftX/CTB3365DWx/3T2014_1705498","7268","16","0.22","1","35","229"
"DelftX/CTB3365DWx/3T2014_3585554","89423","19147","21.41","35","132","163"
"DelftX/CTB3365DWx/3T2014_880062","86072","5311","6.17","17","107","145"
"DelftX/CTB3365DWx/3T2014_5618417","44295","8001","18.06","27","97","190"
"DelftX/CTB3365DWx/3T2014_2541793","87378","19739","22.59","16","71","169"
"DelftX/CTB3365DWx/3T2014_2593420","14611","234","1.60","1","35","111"
"DelftX/CTB3365DWx/3T2014_106383","15367","996","6.48","4","64","55"
"DelftX/CTB3365DWx/3T2014_5397601","46091","6410","13.91","19","126","156"
"DelftX/CTB3365DWx/3T2014_5527744","82066","2717","3.31","21","150","236"
"DelftX/CTB3365DWx/3T2014_1064110","75049","7466","9.95","30","81","108"
"DelftX/CTB3365DWx/3T2014_505302","29841","449","1.50","6","80","43"
"DelftX/CTB3365DWx/3T2014_4638618","21847","55","0.25","7","25","13"
"DelftX/CTB3365DWx/3T2014_2345900","37461","10038","26.80","25","113","58"
"DelftX/CTB3365DWx/3T2014_4937947","44571","5486","12.31","18","106","259"
"DelftX/CTB3365DWx/3T2014_1755407","46347","1571","3.39","4","108","16"
"DelftX/CTB3365DWx/3T2014_3196899","38093","2590","6.80","6","153","274"
"DelftX/CTB3365DWx/3T2014_2346557","3063","0","0.00","0","35","148"
"DelftX/CTB3365DWx/3T2014_5535390","90200","7815","8.66","20","153","259"
"DelftX/CTB3365DWx/3T2014_770780","27403","4035","14.72","15","104","67"
"DelftX/CTB3365DWx/3T2014_2863722","30528","1360","4.45","3","89","190"
"DelftX/CTB3365DWx/3T2014_3886815","64060","9028","14.09","26","123","148"
"DelftX/CTB3365DWx/3T2014_5590685","68809","7143","10.38","25","121","173"
"DelftX/CTB3365DWx/3T2014_1359500","60382","8869","14.69","28","119","160"
"DelftX/CTB3365DWx/3T2014_5213379","31789","8234","25.90","29","113","169"
"DelftX/CTB3365DWx/3T2014_5505743","63508","10679","16.82","18","115","201"
"DelftX/CTB3365DWx/3T2014_2338801","127655","12339","9.67","33","153","252"
"DelftX/CTB3365DWx/3T2014_5623402","43648","5533","12.68","21","121","0"
"DelftX/CTB3365DWx/3T2014_2087477","12220","2005","16.41","7","153","239"
"DelftX/CTB3365DWx/3T2014_2426429","12812","980","7.65","5","28","8"
"DelftX/CTB3365DWx/3T2014_3574565","165511","21020","12.70","22","86","80"
"DelftX/CTB3365DWx/3T2014_1177522","709","0","0.00","0","40","217"
"DelftX/CTB3365DWx/3T2014_1512656","126178","11833","9.38","28","106","57"
"DelftX/CTB3365DWx/3T2014_2507970","73616","5071","6.89","16","114","193"
"DelftX/CTB3365DWx/3T2014_2752357","40614","7267","17.89","11","66","115"
"DelftX/CTB3365DWx/3T2014_568322","48372","113","0.23","5","33","40"
"DelftX/CTB3365DWx/3T2014_3978599","8527","2122","24.89","8","79","255"
"DelftX/CTB3365DWx/3T2014_4474230","14560","29","0.20","1","28","14"
"DelftX/CTB3365DWx/3T2014_5051895","146168","15072","10.31","29","120","213"
"DelftX/CTB3365DWx/3T2014_813665","35860","3092","8.62","5","106","127"
"DelftX/CTB3365DWx/3T2014_2678641","1617","0","0.00","0","98","247"
"DelftX/CTB3365DWx/3T2014_4537693","126029","26224","20.81","36","146","251"
"DelftX/CTB3365DWx/3T2014_3216266","36904","7933","21.50","27","104","118"
"DelftX/CTB3365DWx/3T2014_3391541","58714","6747","11.49","20","113","186"
"DelftX/CTB3365DWx/3T2014_5777325","1597","0","0.00","0","7","0"
"DelftX/CTB3365DWx/3T2014_1934474","92174","1298","1.41","19","94","128"
"DelftX/CTB3365DWx/3T2014_4410576","57405","9459","16.48","23","150","245"
"DelftX/CTB3365DWx/3T2014_5186271","1686","0","0.00","1","18","0"
"DelftX/CTB3365DWx/3T2014_5652592","91087","7988","8.77","23","118","78"
"DelftX/CTB3365DWx/3T2014_3214829","63036","6141","9.74","12","147","213"
"DelftX/CTB3365DWx/3T2014_4649495","90633","2789","3.08","19","114","99"
"DelftX/CTB3365DWx/3T2014_3704817","200239","7578","3.78","21","153","227"
"DelftX/CTB3365DWx/3T2014_3401006","58370","5623","9.63","26","146","152"
"DelftX/CTB3365DWx/3T2014_5355563","51309","5032","9.81","16","94","149"
"DelftX/CTB3365DWx/3T2014_2248077","42271","1732","4.10","4","70","80"
"DelftX/CTB3365DWx/3T2014_4554795","88793","3407","3.84","12","121","155"
"DelftX/CTB3365DWx/3T2014_2725783","74906","10871","14.51","33","118","190"
"DelftX/CTB3365DWx/3T2014_2651275","70878","9841","13.88","26","123","138"
"DelftX/CTB3365DWx/3T2014_5788717","37506","2350","6.27","9","82","1"
"DelftX/CTB3365DWx/3T2014_2222242","23092","253","1.10","1","128","114"
"DelftX/CTB3365DWx/3T2014_1123904","43355","6222","14.35","14","93","103"
"DelftX/CTB3365DWx/3T2014_5694700","106937","894","0.84","14","132","122"
"DelftX/CTB3365DWx/3T2014_1791597","54267","9982","18.39","24","153","214"
"DelftX/CTB3365DWx/3T2014_2188079","92269","10037","10.88","29","101","77"
"DelftX/CTB3365DWx/3T2014_1170216","1012","0","0.00","0","35","282"
"DelftX/CTB3365DWx/3T2014_4050157","45263","4497","9.94","13","118","164"
"DelftX/CTB3365DWx/3T2014_5385259","38412","1070","2.79","4","86","185"
"DelftX/CTB3365DWx/3T2014_5648090","61330","10432","17.01","20","79","272"
"DelftX/CTB3365DWx/3T2014_2514006","13320","592","4.44","4","82","113"
"DelftX/CTB3365DWx/3T2014_4042775","61539","1828","2.97","11","146","288"
"DelftX/CTB3365DWx/3T2014_4678008","27957","0","0.00","0","52","19"
"DelftX/CTB3365DWx/3T2014_2163218","47704","4369","9.16","17","118","20"
"DelftX/CTB3365DWx/3T2014_5723081","55818","6588","11.80","20","117","28"
"DelftX/CTB3365DWx/3T2014_2163217","4669","0","0.00","0","71","1"
"DelftX/CTB3365DWx/3T2014_5435159","43834","7689","17.54","17","133","192"
"DelftX/CTB3365DWx/3T2014_3452729","13974","1397","10.00","8","18","0"
"DelftX/CTB3365DWx/3T2014_4550069","20192","6177","30.59","18","91","205"
"DelftX/CTB3365DWx/3T2014_5623245","74360","15575","20.95","29","117","80"
"DelftX/CTB3365DWx/3T2014_4564593","43511","7438","17.09","28","107","141"
"DelftX/CTB3365DWx/3T2014_4724989","41583","3476","8.36","7","56","187"
"DelftX/CTB3365DWx/3T2014_5165120","53748","89","0.17","1","117","64"
"DelftX/CTB3365DWx/3T2014_269835","2662","0","0.00","0","35","298"
"DelftX/CTB3365DWx/3T2014_4753403","29467","8759","29.72","20","79","185"
"DelftX/CTB3365DWx/3T2014_5750321","55840","7357","13.18","27","109","75"
"DelftX/CTB3365DWx/3T2014_5819807","41792","1182","2.83","19","86","90"
"DelftX/CTB3365DWx/3T2014_5639371","7820","494","6.32","2","121","16"
"DelftX/CTB3365DWx/3T2014_1795723","40719","6942","17.05","20","79","90"
"DelftX/CTB3365DWx/3T2014_202032","45727","8747","19.13","23","121","235"
"DelftX/CTB3365DWx/3T2014_2187419","0","0","0.00","12","0","0"
"DelftX/CTB3365DWx/3T2014_1864649","18041","2534","14.05","12","67","59"
"DelftX/CTB3365DWx/3T2014_440154","53053","1592","3.00","18","28","2"
"DelftX/CTB3365DWx/3T2014_2317553","15447","2811","18.20","9","50","200"
"DelftX/CTB3365DWx/3T2014_1518967","41579","6219","14.96","17","84","74"
"DelftX/CTB3365DWx/3T2014_5654714","48730","110","0.23","1","85","37"
"DelftX/CTB3365DWx/3T2014_1301635","60676","7494","12.35","25","93","112"
"DelftX/CTB3365DWx/3T2014_2854731","49470","3823","7.73","22","121","41"
"DelftX/CTB3365DWx/3T2014_2354261","66368","7844","11.82","24","116","94"
"DelftX/CTB3365DWx/3T2014_5646576","23235","0","0.00","0","153","237"
"DelftX/CTB3365DWx/3T2014_1122043","73224","172","0.23","7","108","102"
"DelftX/CTB3365DWx/3T2014_5374822","101577","1408","1.39","9","133","130"
"DelftX/CTB3365DWx/3T2014_4196780","10226","343","3.35","14","28","57"
"DelftX/CTB3365DWx/3T2014_5404401","1160","0","0.00","0","35","282"
"DelftX/CTB3365DWx/3T2014_5310677","34704","4208","12.13","16","106","74"
"DelftX/CTB3365DWx/3T2014_329034","27149","3512","12.94","15","74","290"
"DelftX/CTB3365DWx/3T2014_819978","35638","16","0.04","0","101","282"
"DelftX/CTB3365DWx/3T2014_2839100","39358","5624","14.29","10","92","97"
"DelftX/CTB3365DWx/3T2014_1785466","25726","29","0.11","1","51","37"
"DelftX/CTB3365DWx/3T2014_5474143","54091","5964","11.03","20","150","258"
"DelftX/CTB3365DWx/3T2014_4276274","101705","10992","10.81","26","131","193"
"DelftX/CTB3365DWx/3T2014_2360499","48222","7542","15.64","16","150","233"
"DelftX/CTB3365DWx/3T2014_1115195","11311","295","2.61","4","55","168"
"DelftX/CTB3365DWx/3T2014_4914599","21382","3296","15.41","10","64","225"
"DelftX/CTB3365DWx/3T2014_5603758","21084","1578","7.48","11","75","0"
"DelftX/CTB3365DWx/3T2014_5501468","123824","17218","13.91","30","152","220"
"DelftX/CTB3365DWx/3T2014_5608883","67648","2967","4.39","16","131","163"
"DelftX/CTB3365DWx/3T2014_5429012","85726","2701","3.15","20","87","213"
"DelftX/CTB3365DWx/3T2014_5703722","50324","7833","15.57","15","91","179"
"DelftX/CTB3365DWx/3T2014_5390759","41335","10856","26.26","19","110","101"
"DelftX/CTB3365DWx/3T2014_4795590","85685","7344","8.57","32","146","243"
"DelftX/CTB3365DWx/3T2014_2292073","34484","29","0.08","1","141","138"
"DelftX/CTB3365DWx/3T2014_819841","7298","0","0.00","0","18","0"
"DelftX/CTB3365DWx/3T2014_5665976","72540","14096","19.43","37","128","90"
"DelftX/CTB3365DWx/3T2014_283464","27102","655","2.42","9","62","232"
"DelftX/CTB3365DWx/3T2014_3164885","103212","13528","13.11","35","120","130"
"DelftX/CTB3365DWx/3T2014_4615972","5570","0","0.00","0","28","75"
