"User_id","Time on platform","Time on videos","Ratio video/platform","Distict videos","Assignments","Until deadline"
"Thresholds","2","2","2","4","5","5"
"81d26f45347509637dab619d0077ee82","0","0","0","0","0","0"
"d352cc8fc50bc1a6f5321ad9e34a369b","0","0","0","0","0","0"
"62899bfb7a2a54064c31242cad6758e2","0","0","0","0","0","0"
"2d554157e9c2fb7bbc2c7267d104828e","0","0","0","0","0","0"
"c0707bb7ec18f2abc998ae3fdd25a44d","0","0","0","0","0","0"
"645918c330780ea0767640a9db96c5e1","0","0","0","0","0","0"
"bcd1dec0e3a7ce2ddd4ca27430779e05","0","0","0","0","0","0"
"9062e6eb504732cc47bd6262abe5df79","0","0","8","1","0","0"
"d27d38b84482018fb7a6092557d1708f","0","0","0","0","0","0"
"3baeb33e03f0da0de02122104bb012a7","0","0","0","0","0","0"
"0d20b6b929aa0d893dc918dee85de31d","0","0","0","0","0","0"
"0ee3d0875874ac5fa03e54e9ac70e5c0","0","0","0","0","0","0"
"43f19b504dfe9c8c35fd455003875e97","1","2","5","3","0","0"
"c734f83cf7c8bedcc1e43e4ff7c4de0b","1","1","3","3","0","0"
"629c8923392a0f20d88ed84186cb8ded","0","0","4","2","0","0"
"51523d317064fa6768b0d97a148bd39e","0","0","0","0","0","0"
"e496236c25eb9373cba8e72310f11298","0","0","0","0","0","0"
"180a6ddde1ebb8aa8540f7a000aca26c","0","0","0","0","0","0"
"740c7c7f040377d4c69461c8e202a8da","0","0","0","0","0","0"
"b505a43458af198687860990a12daa9e","0","1","6","2","0","0"
"f773b16b618b24ad52792176491f4e4a","0","0","0","0","0","0"
"7b3e39c71bef6ab5ee7be96a9e29eed4","0","0","0","0","0","0"
"dbf0e11b4d358c4b0aaac01f3339cf26","0","0","0","0","0","0"
"56cab39d11985c841558206bf15d1796","0","0","0","0","0","0"
"99da488cf967be2d4d925e4a970b95ce","0","0","0","0","0","0"
"b52a87cd85b171b346feeb86f032a82b","0","0","0","0","0","0"
"b3e0eba4846101a3116d0752b652a70a","0","0","0","0","0","0"
"5f691510307822d5dcdf2bae31288c6f","0","1","6","4","0","0"
"c59a6390b8d39b740133768b1d473a59","0","0","0","0","0","0"
